42,11
41,12
42,11
47,12
51,11
52,10
56,11
59,12
61,13
63,14
64,13
63,14
64,13
65,14
66,15
67,16
68,17
69,18
68,19
70,20
71,21
70,23
71,24
72,25
73,24
78,25
80,26
82,27
83,28
81,29
80,28
78,29
79,31
80,32
79,33
78,36
77,41
76,42
72,43
71,44
72,45
71,46
74,47
77,48
82,49
85,50
84,51
80,52
71,53
70,55
69,56
68,57
70,58
71,57
72,58
73,59
74,60
75,61
76,62
78,63
79,64
84,65
86,66
89,67
88,68
87,69
86,71
84,72
85,73
86,74
87,75
88,77
89,79
88,81
89,83
88,84
89,85
90,86
91,87
94,88
93,89
92,90
91,91
92,92
93,93
94,94
95,100
94,102
93,103
92,104
91,105
90,106
89,107
88,108
84,109
85,110
86,111
87,112
89,111
90,112
89,111
90,112
91,113
99,114
104,115
107,116
108,115
109,116
111,117
113,118
116,119
117,120
118,121
119,120
123,119
126,120
127,121
132,122
135,121
136,122
139,123
140,124
141,125
142,124
143,125
145,126
149,127
148,128
147,130
146,132
147,134
146,138
145,141
144,144
145,145
144,146
145,147
146,148
147,150
148,151
149,152
150,153
151,155
152,156
153,157
154,158
155,159
156,160
158,161
159,162
160,163
161,164
160,166
161,170
162,172
161,173
162,174
163,180
164,181
165,182
166,183
167,185
166,186
167,189
168,190
169,191
170,192
171,195
172,198
174,199
178,200
182,201
183,202
185,203
186,204
188,205
189,206
190,207
191,208
192,209
193,210
194,211
195,212
196,213
197,214
198,215
197,218
196,219
195,220
194,221
193,222
192,223
193,225
194,227
195,228
194,229
