75,136
76,138
77,139
80,140
81,141
82,142
84,143
86,144
87,145
88,146
89,149
90,151
91,152
92,153
93,154
94,155
95,154
97,153
98,152
103,153
102,152
104,155
103,154
102,152
99,151
98,149
99,148
98,147
99,146
100,145
101,144
102,143
103,144
105,145
108,146
109,147
112,148
113,147
114,146
115,145
116,144
117,145
118,146
119,147
120,148
122,149
123,150
124,151
125,152
126,153
127,154
128,155
129,157
130,156
131,155
132,154
135,153
136,152
138,151
141,150
143,149
144,148
145,147
146,146
147,145
148,144
149,143
148,144
147,145
148,146
150,145
151,144
153,143
159,144
160,145
161,146
162,147
163,148
164,150
163,152
162,153
159,152
158,153
157,154
156,155
157,156
156,168
155,171
154,172
149,171
148,172
146,173
144,174
143,175
144,180
143,181
144,182
145,189
144,190
145,191
146,193
145,197
146,198
145,199
144,200
143,204
142,205
143,206
144,205
143,206
144,212
143,215
144,216
143,218
142,220
143,221
144,227
145,228
147,227
148,228
147,227
146,228
144,227
143,226
142,222
143,221
142,220
143,219
144,217
143,216
144,215
143,211
142,206
143,205
144,204
145,199
146,197
145,193
144,190
145,189
144,188
143,184
140,183
139,182
138,180
137,179
136,178
135,177
134,174
133,173
132,172
131,166
130,161
129,159
128,160
129,161
128,156
127,155
126,154
125,152
124,151
123,150
124,149
125,145
126,141
127,139
126,133
125,132
124,130
123,129
122,128
121,127
119,126
118,124
117,119
116,118
114,117
113,115
112,113
111,112
110,111
109,110
108,111
107,110
106,109
105,108
103,107
102,106
103,105
104,103
105,101
106,102
108,101
109,100
112,99
113,98
114,95
113,92
114,91
115,90
116,91
117,92
118,93
119,94
121,93
123,92
124,91
125,90
126,89
127,88
126,84
125,81
126,79
125,78
124,77
125,76
126,75
127,74
129,73
131,72
132,71
133,70
136,69
139,68
140,67
141,66
142,65
141,58
142,56
141,55
140,52
139,49
138,47
137,43
135,44
133,43
132,42
131,40
130,37
129,36
126,35
125,36
122,37
121,38
120,39
112,38
110,39
109,40
108,41
107,40
106,39
105,38
104,37
103,36
102,37
101,36
100,35
99,34
98,33
97,32
98,31
99,30
100,28
99,27
98,26
97,25
95,24
94,23
93,20
92,19
91,18
90,17
91,15
90,14
89,12
88,11
