197,14
199,16
195,18
185,16
175,18
165,16
162,14
157,12
153,10
143,12
141,14
139,16
137,18
135,20
132,22
127,24
125,27
123,32
121,39
119,41
117,43
115,45
113,47
111,49
109,51
105,53
100,55
97,57
91,59
87,61
85,63
83,65
81,69
78,71
69,73
60,75
58,77
42,79
40,82
42,79
44,81
54,83
56,85
54,94
52,98
54,100
56,109
58,111
63,113
61,119
63,121
77,119
81,117
79,120
81,122
83,124
85,134
87,136
92,134
102,136
108,134
111,132
113,130
117,128
121,126
123,124
129,122
131,120
133,118
131,115
129,112
127,108
129,102
132,100
134,98
161,100
163,107
165,110
169,112
182,114
185,116
183,118
179,120
177,122
172,124
170,129
168,142
166,147
164,151
162,153
160,155
158,158
156,161
158,163
161,165
159,169
157,172
155,177
153,180
151,187
149,190
151,193
153,198
151,203
149,205
147,208
143,210
141,214
136,216
134,219
132,222
130,224
126,226
123,228
