Item,Time,Distance(mi),Speed(mph),Pace(min/mi),HeartRate(bpm),Latitude,Longitude,Altiutde(ft)
53,00:03:32,0,0, ----,70,200.0,200.0,0
54,00:03:36,0,0, ----,70,200.0,200.0,0
55,00:03:40,0,0, ----,70,200.0,200.0,0
56,00:03:44,0,0, ----,70,200.0,200.0,0
57,00:03:48,0,0, ----,70,200.0,200.0,0
58,00:03:52,0,0, ----,70,200.0,200.0,0
59,00:03:56,0,0, ----,70,200.0,200.0,0
60,00:04:00,0,0, ----,70,200.0,200.0,0
61,00:04:04,0,0, ----,70,200.0,200.0,0
62,00:04:08,0,0, ----,70,200.0,200.0,0
63,00:04:12,0,0, ----,70,200.0,200.0,0
64,00:04:16,0,0, ----,70,200.0,200.0,0
65,00:04:20,0,0, 99:59,70,200.0,200.0,0
66,00:04:24,0,0.1, 99:59,70,200.0,200.0,0
67,00:04:28,0,0.3, 99:59,70,200.0,200.0,0
68,00:04:32,0,0.4, 99:59,70,200.0,200.0,0
69,00:04:36,0,0.7, 91:58,66,200.0,200.0,0
70,00:04:40,0,0.9, 64:22,66,200.0,200.0,0
71,00:04:44,0,1.3, 47:06,66,200.0,200.0,0
72,00:04:48,0,1.7, 36:02,66,200.0,200.0,0
73,00:04:52,0,2, 29:37,65,200.0,200.0,0
74,00:04:56,0,2.3, 25:32,65,200.0,200.0,0
75,00:05:00,0,2.6, 22:43,65,200.0,200.0,0
76,00:05:04,0,2.9, 20:43,65,200.0,200.0,0
77,00:05:08,0,3, 19:42,64,200.0,200.0,0
78,00:05:12,0,3.1, 19:30,64,200.0,200.0,0
79,00:05:16,0,3, 20:02,64,200.0,200.0,0
80,00:05:20,0,2.8, 21:25,64,200.0,200.0,0
81,00:05:24,0,2.6, 23:29,66,200.0,200.0,0
82,00:05:28,0,2.2, 26:44,66,200.0,200.0,0
83,00:05:32,0,1.9, 31:58,66,200.0,200.0,0
84,00:05:36,0,1.4, 41:26,66,200.0,200.0,0
85,00:05:40,0,1.1, 53:38,67,200.0,200.0,0
86,00:05:44,0,0.9, 68:00,67,200.0,200.0,0
87,00:05:48,0,0.7, 81:08,67,200.0,200.0,0
88,00:05:52,0,0.7, 86:59,67,200.0,200.0,0
89,00:05:56,0,0.7, 80:28,73,200.0,200.0,0
90,00:06:00,0,0.9, 67:03,73,200.0,200.0,0
91,00:06:04,0,1.2, 51:55,73,200.0,200.0,0
92,00:06:08,0,1.5, 39:44,73,200.0,200.0,0
93,00:06:12,0,1.8, 32:31,76,200.0,200.0,0
94,00:06:16,0,2.2, 27:49,76,200.0,200.0,0
95,00:06:20,0,2.4, 24:34,76,200.0,200.0,0
96,00:06:24,0,2.7, 22:11,76,200.0,200.0,0
97,00:06:28,0,2.9, 20:54,76,200.0,200.0,0
98,00:06:32,0,2.9, 20:27,76,200.0,200.0,0
99,00:06:36,0,2.9, 20:43,76,200.0,200.0,0
100,00:06:40,0,2.8, 21:47,76,200.0,200.0,0
101,00:06:44,0,2.5, 23:33,80,200.0,200.0,0
102,00:06:48,0,2.3, 26:27,80,200.0,200.0,0
103,00:06:52,0,1.9, 31:14,80,200.0,200.0,0
104,00:06:56,0,1.5, 40:04,80,200.0,200.0,0
105,00:07:00,0,1.2, 51:05,80,200.0,200.0,0
106,00:07:04,0,1, 63:07,80,200.0,200.0,0
107,00:07:08,0,0.8, 73:09,80,200.0,200.0,0
108,00:07:12,0,0.8, 76:02,80,200.0,200.0,0
109,00:07:16,0,0.9, 70:29,80,200.0,200.0,0
110,00:07:20,0,1, 59:36,80,200.0,200.0,0
111,00:07:24,0,1.3, 47:34,80,200.0,200.0,0
112,00:07:28,0,1.6, 37:25,80,200.0,200.0,0
113,00:07:32,0,1.9, 32:17,80,200.0,200.0,0
114,00:07:36,0,2, 29:37,80,200.0,200.0,0
115,00:07:40,0,2.1, 28:39,80,200.0,200.0,0
116,00:07:44,0,2.1, 28:59,80,200.0,200.0,0
117,00:07:48,0,2, 30:28,80,200.0,200.0,0
118,00:07:52,0,1.8, 33:38,80,200.0,200.0,0
119,00:07:56,0,1.5, 39:34,80,200.0,200.0,0
120,00:08:00,0,1.2, 51:22,80,200.0,200.0,0
121,00:08:04,0,0.9, 68:58,75,200.0,200.0,0
122,00:08:08,0,0.6, 97:32,75,200.0,200.0,0
123,00:08:12,0,0.4, 99:59,75,200.0,200.0,0
124,00:08:16,0,0.2, 99:59,75,200.0,200.0,0
125,00:08:20,0,0.1, 99:59,77,200.0,200.0,0
126,00:08:24,0,0, 99:59,77,200.0,200.0,0
127,00:08:28,0,0, ----,77,200.0,200.0,0
128,00:08:32,0,0, ----,77,200.0,200.0,0
129,00:08:36,0,0, ----,73,200.0,200.0,0
130,00:08:40,0,0, ----,73,200.0,200.0,0
131,00:08:44,0,0, ----,73,200.0,200.0,0
132,00:08:48,0,0, ----,73,200.0,200.0,0
133,00:08:52,0,0, ----,75,200.0,200.0,0
134,00:08:56,0,0, ----,75,200.0,200.0,0
135,00:09:00,0,0, ----,75,200.0,200.0,0
136,00:09:04,0,0, ----,75,200.0,200.0,0
137,00:09:08,0,0, 99:59,81,200.0,200.0,0
138,00:09:12,0,0.1, 99:59,81,200.0,200.0,0
139,00:09:16,0,0.2, 99:59,81,200.0,200.0,0
140,00:09:20,0,0.4, 99:59,81,200.0,200.0,0
141,00:09:24,0,0.5, 99:59,88,200.0,200.0,0
142,00:09:28,0,0.7, 91:58,93,22.4600538,114.3281226,39
143,00:09:32,0,0.8, 73:09,93,22.4600538,114.3281226,39
144,00:09:36,0,1, 59:58,93,22.4600538,114.3281226,39
145,00:09:40,0,1.1, 53:20,93,22.4600538,114.3281226,39
146,00:09:44,0,1.2, 50:33,100,200.0,200.0,39
147,00:09:48,0,1.2, 50:02,100,200.0,200.0,39
148,00:09:52,0,1.1, 52:11,100,200.0,200.0,39
149,00:09:56,0,1.1, 53:56,100,200.0,200.0,39
150,00:10:00,0,1.1, 56:28,104,200.0,200.0,39
151,00:10:04,0,1, 60:21,104,200.0,200.0,39
152,00:10:08,0,0.9, 65:14,104,200.0,200.0,39
153,00:10:12,0,0.9, 69:28,104,200.0,200.0,39
154,00:10:16,0,0.8, 72:04,104,200.0,200.0,39
155,00:10:20,0,0.8, 72:36,104,200.0,200.0,39
156,00:10:24,0,0.8, 71:31,104,200.0,200.0,39
157,00:10:28,0,0.8, 71:31,104,200.0,200.0,39
158,00:10:32,0,0.9, 69:58,104,22.4600685,114.3281216,62
159,00:10:36,0,0.9, 67:31,102,22.4600836,114.3281361,52
160,00:10:40,0,0.9, 63:56,102,22.4600836,114.3281361,52
161,00:10:44,0,1, 59:58,102,22.4600836,114.3281361,52
162,00:10:48,0,1.1, 55:29,102,22.4600836,114.3281361,52
163,00:10:52,0,1.2, 50:49,95,22.460118,114.328126,49
164,00:10:56,0,1.3, 46:12,95,22.460118,114.328126,49
165,00:11:00,0,1.4, 41:59,95,22.460118,114.328126,49
166,00:11:04,0,1.5, 38:46,95,22.460118,114.328126,49
167,00:11:08,0,1.6, 36:26,92,22.4601512,114.3281372,52
168,00:11:12,0,1.7, 34:36,92,22.4601512,114.3281372,52
169,00:11:16,0,1.8, 33:11,92,22.4601512,114.3281372,52
170,00:11:20,0,1.9, 32:04,92,22.4601512,114.3281372,52
171,00:11:24,0,1.9, 31:21,95,22.4601735,114.3281464,30
172,00:11:28,0,1.9, 30:51,95,22.4601735,114.3281464,30
173,00:11:32,0,2, 30:45,95,22.4601735,114.3281464,30
174,00:11:36,0,2, 30:39,95,22.4601735,114.3281464,30
175,00:11:40,0,2, 30:33,91,200.0,200.0,30
176,00:11:44,0,2, 30:33,91,200.0,200.0,30
177,00:11:48,0,2, 30:39,91,200.0,200.0,30
178,00:11:52,0,2, 30:45,91,200.0,200.0,30
179,00:11:56,0,1.9, 31:14,91,22.4602291,114.328157,13
180,00:12:00,0,1.9, 32:11,91,22.4602291,114.328157,13
181,00:12:04,0,1.8, 33:46,91,22.4602291,114.328157,13
182,00:12:08,0,1.7, 36:02,91,22.4602291,114.328157,13
183,00:12:12,0,1.5, 39:15,90,200.0,200.0,13
184,00:12:16,0,1.4, 43:53,90,200.0,200.0,13
185,00:12:20,0,1.2, 50:49,90,200.0,200.0,13
186,00:12:24,0,1, 61:53,90,200.0,200.0,13
187,00:12:28,0,0.8, 76:02,85,200.0,200.0,23
188,00:12:32,0,0.6, 94:40,85,200.0,200.0,23
189,00:12:36,0,0.5, 99:59,85,200.0,200.0,23
190,00:12:40,0,0.4, 99:59,85,200.0,200.0,23
191,00:12:44,0,0.4, 99:59,85,22.4602494,114.3281494,23
192,00:12:48,0,0.4, 99:59,85,22.4602494,114.3281494,23
193,00:12:52,0,0.4, 99:59,85,22.4602494,114.3281494,23
194,00:12:56,0,0.5, 99:59,85,22.4602494,114.3281494,23
195,00:13:00,0,0.6, 99:59,85,200.0,200.0,23
196,00:13:04,0,0.7, 91:58,85,200.0,200.0,23
197,00:13:08,0,0.8, 79:08,85,200.0,200.0,23
198,00:13:12,0,0.9, 68:58,85,200.0,200.0,23
199,00:13:16,0,1, 62:17,90,200.0,200.0,23
200,00:13:20,0,1, 57:28,90,200.0,200.0,23
201,00:13:24,0,1.1, 54:14,90,200.0,200.0,23
202,00:13:28,0,1.2, 51:55,90,200.0,200.0,23
203,00:13:32,0,1.2, 50:17,94,200.0,200.0,23
204,00:13:36,0,1.2, 49:16,94,200.0,200.0,23
205,00:13:40,0,1.2, 48:46,94,200.0,200.0,23
206,00:13:44,0,1.2, 48:46,94,200.0,200.0,23
207,00:13:48,0,1.2, 49:01,96,22.4603554,114.3281859,26
208,00:13:52,0,1.2, 49:16,96,22.4603554,114.3281859,26
209,00:13:56,0,1.2, 49:46,96,22.4603554,114.3281859,26
210,00:14:00,0,1.2, 50:33,96,22.4603554,114.3281859,26
211,00:14:04,0,1.2, 51:05,98,22.4603896,114.3281947,20
212,00:14:08,0,1.2, 51:38,98,22.4603896,114.3281947,20
213,00:14:12,0,1.2, 51:38,98,22.4603896,114.3281947,20
214,00:14:16,0,1.2, 51:38,98,22.4603896,114.3281947,20
215,00:14:20,0,1.2, 51:05,95,22.4603694,114.3282005,7
216,00:14:24,0,1.2, 50:02,95,22.4603694,114.3282005,7
217,00:14:28,0,1.2, 48:31,95,22.4603694,114.3282005,7
218,00:14:32,0,1.3, 46:25,95,22.4603694,114.3282005,7
219,00:14:36,0,1.3, 44:55,92,22.4603481,114.3281894,3
220,00:14:40,0,1.4, 43:29,92,22.4603481,114.3281894,3
221,00:14:44,0,1.4, 42:10,92,22.4603481,114.3281894,3
222,00:14:48,0,1.5, 41:16,92,22.4603481,114.3281894,3
223,00:14:52,0,1.5, 40:24,96,22.4603251,114.3281734,7
224,00:14:56,0,1.5, 39:44,96,22.4603251,114.3281734,7
225,00:15:00,0,1.5, 39:15,96,22.4603251,114.3281734,7
226,00:15:04,0,1.5, 38:46,96,22.4603251,114.3281734,7
227,00:15:08,0,1.5, 38:56,97,22.4603251,114.3281734,10
228,00:15:12,0,1.5, 39:44,97,22.4603251,114.3281734,10
229,00:15:16,0,1.5, 40:55,97,22.4603251,114.3281734,10
230,00:15:20,0,1.4, 43:06,97,22.4603251,114.3281734,10
231,00:15:24,0,1.3, 45:46,96,22.4603236,114.3281799,13
232,00:15:28,0,1.2, 49:16,96,22.4603236,114.3281799,13
233,00:15:32,0,1.1, 53:56,96,22.4603236,114.3281799,13
234,00:15:36,0,1, 60:21,96,22.4603236,114.3281799,13
235,00:15:40,0,0.9, 66:08,95,22.4603252,114.3281858,16
236,00:15:44,0,0.9, 70:29,95,22.4603252,114.3281858,16
237,00:15:48,0,0.8, 72:36,95,22.4603252,114.3281858,16
238,00:15:52,0,0.8, 71:31,95,22.4603252,114.3281858,16
239,00:15:56,0,0.9, 70:29,97,22.460332,114.3281875,23
240,00:16:00,0,0.9, 68:58,97,22.460332,114.3281875,23
241,00:16:04,0,0.9, 67:03,97,22.460332,114.3281875,23
242,00:16:08,0,0.9, 64:48,97,22.460332,114.3281875,23
243,00:16:12,0,1, 63:07,95,200.0,200.0,23
244,00:16:16,0,1, 62:17,95,200.0,200.0,23
245,00:16:20,0,1, 62:17,95,200.0,200.0,23
246,00:16:24,0,1, 63:07,95,200.0,200.0,23
247,00:16:28,0,0.9, 63:56,90,200.0,200.0,23
248,00:16:32,0,0.9, 64:22,90,200.0,200.0,23
249,00:16:36,0,0.9, 64:22,90,200.0,200.0,23
250,00:16:40,0,0.9, 64:22,90,200.0,200.0,23
251,00:16:44,0,0.9, 64:22,90,200.0,200.0,23
252,00:16:48,0,0.9, 64:22,90,200.0,200.0,23
253,00:16:52,0,0.9, 64:22,90,200.0,200.0,23
254,00:16:56,0,0.9, 64:22,90,200.0,200.0,23
255,00:17:00,0,0.9, 64:22,87,200.0,200.0,23
256,00:17:04,0,0.9, 64:22,87,200.0,200.0,23
257,00:17:08,0,0.9, 64:22,87,200.0,200.0,23
258,00:17:12,0,0.9, 64:22,87,200.0,200.0,23
259,00:17:16,0,0.9, 64:22,87,22.4603641,114.3281942,26
260,00:17:20,0,0.9, 63:56,87,22.4603641,114.3281942,26
261,00:17:24,0,0.9, 63:31,87,22.4603641,114.3281942,26
262,00:17:28,0,1, 63:07,87,22.4603641,114.3281942,26
263,00:17:32,0,1, 62:17,81,22.4603871,114.3282014,26
264,00:17:36,0,1, 60:43,81,22.4603871,114.3282014,26
265,00:17:40,0,1, 58:52,81,22.4603871,114.3282014,26
266,00:17:44,0,1.1, 56:48,81,22.4603871,114.3282014,26
267,00:17:48,0,1.1, 54:33,88,22.4604159,114.3282134,30
268,00:17:52,0,1.2, 51:55,88,22.4604159,114.3282134,30
269,00:17:56,0,1.2, 49:31,88,22.4604159,114.3282134,30
270,00:18:00,0,1.3, 47:06,88,22.4604159,114.3282134,30
271,00:18:04,0,1.3, 44:55,90,22.4604355,114.3282427,30
272,00:18:08,0,1.4, 43:06,90,22.4604355,114.3282427,30
273,00:18:12,0,1.4, 41:37,90,22.4604355,114.3282427,30
274,00:18:16,0,1.5, 40:14,90,22.4604355,114.3282427,30
275,00:18:20,0,1.5, 39:05,91,22.4604496,114.328285,26
276,00:18:24,0,1.6, 38:01,91,22.4604496,114.328285,26
277,00:18:28,0,1.6, 36:59,91,22.4604496,114.328285,26
278,00:18:32,0,1.7, 36:10,91,22.4604496,114.328285,26
279,00:18:36,0,1.7, 35:14,91,22.460457,114.328327,26
280,00:18:40,0,1.8, 34:14,91,22.460457,114.328327,26
281,00:18:44,0,1.8, 33:17,91,22.460457,114.328327,26
282,00:18:48,0,1.9, 32:11,91,22.460457,114.328327,26
283,00:18:52,0,1.9, 31:21,96,22.4604596,114.3283429,26
284,00:18:56,0,2, 30:39,96,22.4604596,114.3283429,26
285,00:19:00,0,2, 29:59,96,22.4604596,114.3283429,26
286,00:19:04,0,2, 29:31,96,22.4604596,114.3283429,26
287,00:19:08,0,2.1, 29:16,100,22.4604658,114.3283576,26
288,00:19:12,0,2, 29:20,100,22.4604658,114.3283576,26
289,00:19:16,0,2, 29:37,100,22.4604658,114.3283576,26
290,00:19:20,0,2, 30:10,100,22.4604658,114.3283576,26
291,00:19:24,0,1.9, 30:51,100,22.4604958,114.328389,26
292,00:19:28,0,1.9, 31:33,100,22.4604958,114.328389,26
293,00:19:32,0,1.9, 32:17,100,22.4604958,114.328389,26
294,00:19:36,0,1.8, 33:11,100,22.4604958,114.328389,26
295,00:19:40,0,1.8, 33:38,100,22.4605255,114.3284244,16
296,00:19:44,0,1.8, 33:38,100,22.4605255,114.3284244,16
297,00:19:48,0,1.8, 33:17,100,22.4605255,114.3284244,16
298,00:19:52,0,1.8, 32:31,100,22.4605255,114.3284244,16
299,00:19:56,0,1.9, 31:39,102,22.4605569,114.32846,3
300,00:20:00,0,2, 30:45,102,22.4605569,114.32846,3
301,00:20:04,0,2, 29:48,102,22.4605569,114.32846,3
302,00:20:08,0,2.1, 28:44,102,22.4605569,114.32846,3
303,00:20:12,0,2.1, 28:24,110,22.4605619,114.328463,0
304,00:20:16,0,2.1, 28:44,110,22.4605619,114.328463,0
305,00:20:20,0,2, 29:37,110,22.4605619,114.328463,0
306,00:20:24,0,1.9, 31:27,110,22.4605619,114.328463,0
307,00:20:28,0,1.8, 34:00,109,22.4605582,114.3284683,7
308,00:20:32,0,1.6, 37:43,109,22.4605582,114.3284683,7
309,00:20:36,0,1.4, 43:18,109,22.4605582,114.3284683,7
310,00:20:40,0,1.1, 52:11,109,22.4605582,114.3284683,7
311,00:20:44,0,1, 62:17,110,22.4605628,114.3284715,7
312,00:20:48,0,0.8, 73:09,110,22.4605628,114.3284715,7
313,00:20:52,0,0.7, 83:14,110,22.4605628,114.3284715,7
314,00:20:56,0,0.7, 89:24,110,22.4605628,114.3284715,7
315,00:21:00,0,0.7, 91:58,104,22.4605856,114.3284745,10
316,00:21:04,0,0.7, 89:24,104,22.4605856,114.3284745,10
317,00:21:08,0,0.7, 83:14,104,22.4605856,114.3284745,10
318,00:21:12,0,0.8, 74:51,104,22.4605856,114.3284745,10
319,00:21:16,0,0.9, 68:00,101,22.4606169,114.3284947,13
320,00:21:20,0,1, 62:42,101,22.4606169,114.3284947,13
321,00:21:24,0,1, 57:49,101,22.4606169,114.3284947,13
322,00:21:28,0,1.1, 53:56,101,22.4606169,114.3284947,13
323,00:21:32,0,1.2, 50:33,107,22.4606391,114.328503,20
324,00:21:36,0,1.3, 47:34,107,22.4606391,114.328503,20
325,00:21:40,0,1.3, 45:07,107,22.4606391,114.328503,20
326,00:21:44,0,1.4, 42:55,107,22.4606391,114.328503,20
327,00:21:48,0,1.5, 41:16,104,22.460662,114.3285242,23
328,00:21:52,0,1.5, 39:54,104,22.460662,114.3285242,23
329,00:21:56,0,1.6, 38:37,104,22.460662,114.3285242,23
330,00:22:00,0,1.6, 37:43,104,22.460662,114.3285242,23
331,00:22:04,0,1.6, 36:51,104,22.4606801,114.3285638,23
332,00:22:08,0,1.7, 36:02,104,22.4606801,114.3285638,23
333,00:22:12,0,1.7, 35:07,104,22.4606801,114.3285638,23
334,00:22:16,0,1.8, 34:14,104,22.4606801,114.3285638,23
335,00:22:20,0,1.8, 33:25,104,22.4606892,114.3286051,26
336,00:22:24,0,1.8, 32:37,104,22.4606892,114.3286051,26
337,00:22:28,0,1.9, 31:52,104,22.4606892,114.3286051,26
338,00:22:32,0,1.9, 31:08,104,22.4606892,114.3286051,26
339,00:22:36,0,2, 30:33,104,22.4606903,114.3286446,33
340,00:22:40,0,2, 30:05,104,22.4606903,114.3286446,33
341,00:22:44,0,2, 29:43,104,22.4606903,114.3286446,33
342,00:22:48,0,2, 29:26,104,22.4606903,114.3286446,33
343,00:22:52,0,2.1, 29:10,103,22.4606844,114.3286978,23
344,00:22:56,0,2.1, 28:59,103,22.4606844,114.3286978,23
345,00:23:00,0,2.1, 28:49,103,22.4606844,114.3286978,23
346,00:23:04,0,2.1, 28:39,103,22.4606844,114.3286978,23
347,00:23:08,0,2.1, 28:34,102,22.4606825,114.3287466,23
348,00:23:12,0,2.1, 28:24,102,22.4606825,114.3287466,23
349,00:23:16,0,2.1, 28:19,102,22.4606825,114.3287466,23
350,00:23:20,0,2.1, 28:14,102,22.4606825,114.3287466,23
351,00:23:24,0,2.1, 28:09,102,22.4606844,114.328792,23
352,00:23:28,0,2.1, 27:59,102,22.4606844,114.328792,23
353,00:23:32,0,2.1, 27:54,102,22.4606844,114.328792,23
354,00:23:36,0,2.2, 27:49,102,22.4606844,114.328792,23
355,00:23:40,0,2.2, 27:44,100,22.4606793,114.3288333,23
356,00:23:44,0,2.2, 27:40,100,22.4606793,114.3288333,23
357,00:23:48,0,2.2, 27:35,100,22.4606793,114.3288333,23
358,00:23:52,0,2.2, 27:26,100,22.4606793,114.3288333,23
359,00:23:56,0,2.2, 27:21,100,22.4606758,114.3288476,23
360,00:24:00,0,2.2, 27:16,100,22.4606758,114.3288476,23
361,00:24:04,0,2.2, 27:07,100,22.4606758,114.3288476,23
362,00:24:08,0,2.2, 27:02,100,22.4606758,114.3288476,23
363,00:24:12,0,2.2, 26:58,102,22.4606781,114.3288778,20
364,00:24:16,0,2.2, 26:53,102,22.4606781,114.3288778,20
365,00:24:20,0,2.2, 26:49,102,22.4606781,114.3288778,20
366,00:24:24,0,2.2, 26:49,102,22.4606781,114.3288778,20
367,00:24:28,0,2.2, 26:49,106,22.4606795,114.3289261,20
368,00:24:32,0,2.2, 26:49,106,22.4606795,114.3289261,20
369,00:24:36,0,2.2, 26:49,106,22.4606795,114.3289261,20
370,00:24:40,0,2.2, 26:53,106,22.4606795,114.3289261,20
371,00:24:44,0,2.2, 26:58,108,22.4606782,114.3289792,16
372,00:24:48,0,2.2, 27:02,108,22.4606782,114.3289792,16
373,00:24:52,0,2.2, 27:02,108,22.4606782,114.3289792,16
374,00:24:56,0,2.2, 27:07,108,22.4606782,114.3289792,16
375,00:25:00,0,2.2, 27:12,118,22.4606726,114.3290168,20
376,00:25:04,0,2.2, 27:16,118,22.4606726,114.3290168,20
377,00:25:08,0,2.2, 27:21,118,22.4606726,114.3290168,20
378,00:25:12,0,2.2, 27:26,118,22.4606726,114.3290168,20
379,00:25:16,0,2.2, 27:40,119,22.4606726,114.3290168,20
380,00:25:20,0,2.1, 28:14,119,22.4606726,114.3290168,20
381,00:25:24,0,2.1, 29:05,119,22.4606726,114.3290168,20
382,00:25:28,0,2, 30:16,119,22.4606726,114.3290168,20
383,00:25:32,0,1.9, 31:52,119,22.4606726,114.3290168,20
384,00:25:36,0,1.8, 34:07,119,22.4606726,114.3290168,20
385,00:25:40,0,1.6, 36:59,119,22.4606726,114.3290168,20
386,00:25:44,0,1.5, 41:05,119,22.4606726,114.3290168,20
387,00:25:48,0,1.3, 45:20,114,22.4606687,114.3290218,16
388,00:25:52,0,1.2, 49:46,114,22.4606687,114.3290218,16
389,00:25:56,0,1.1, 53:56,114,22.4606687,114.3290218,16
390,00:26:00,0,1, 57:28,114,22.4606687,114.3290218,16
391,00:26:04,0,1, 59:58,106,22.4606782,114.3290511,16
392,00:26:08,0,1, 60:43,106,22.4606782,114.3290511,16
393,00:26:12,0,1, 59:14,106,22.4606782,114.3290511,16
394,00:26:16,0,1.1, 56:48,106,22.4606782,114.3290511,16
395,00:26:20,0,1.1, 53:56,105,22.4606831,114.3290798,13
396,00:26:24,0,1.2, 51:05,105,22.4606831,114.3290798,13
397,00:26:28,0,1.2, 48:31,105,22.4606831,114.3290798,13
398,00:26:32,0,1.3, 46:12,105,22.4606831,114.3290798,13
399,00:26:36,0,1.4, 44:05,108,22.4607,114.3291004,13
400,00:26:40,0,1.4, 42:32,108,22.4607,114.3291004,13
401,00:26:44,0,1.4, 41:26,108,22.4607,114.3291004,13
402,00:26:48,0,1.5, 40:34,108,22.4607,114.3291004,13
403,00:26:52,0,1.5, 39:44,105,22.4607283,114.3291117,13
404,00:26:56,0,1.5, 39:15,105,22.4607283,114.3291117,13
405,00:27:00,0,1.5, 38:46,105,22.4607283,114.3291117,13
406,00:27:04,0,1.6, 38:28,105,22.4607283,114.3291117,13
407,00:27:08,0,1.6, 38:01,105,22.4607584,114.3291288,10
408,00:27:12,0,1.6, 37:34,105,22.4607584,114.3291288,10
409,00:27:16,0,1.6, 37:08,105,22.4607584,114.3291288,10
410,00:27:20,0,1.6, 36:34,105,22.4607584,114.3291288,10
411,00:27:24,0,1.7, 36:02,106,22.460785,114.3291479,7
412,00:27:28,0,1.7, 35:38,106,22.460785,114.3291479,7
413,00:27:32,0,1.7, 35:14,106,22.460785,114.3291479,7
414,00:27:36,0,1.7, 34:51,106,22.460785,114.3291479,7
415,00:27:40,0,1.7, 34:29,107,22.4608085,114.3291506,0
416,00:27:44,0,1.8, 34:14,107,22.4608085,114.3291506,0
417,00:27:48,0,1.8, 34:00,107,22.4608085,114.3291506,0
418,00:27:52,0,1.8, 33:53,107,22.4608085,114.3291506,0
419,00:27:56,0,1.8, 33:46,107,22.4608563,114.3291696,0
420,00:28:00,0,1.8, 33:38,107,22.4608563,114.3291696,0
421,00:28:04,0,1.8, 33:31,107,22.4608563,114.3291696,0
422,00:28:08,0,1.8, 33:31,107,22.4608563,114.3291696,0
423,00:28:12,0,1.8, 33:31,103,22.4608809,114.3291743,3
424,00:28:16,0,1.8, 33:25,103,22.4608809,114.3291743,3
425,00:28:20,0,1.8, 33:25,103,22.4608809,114.3291743,3
426,00:28:24,0,1.8, 33:25,103,22.4608809,114.3291743,3
427,00:28:28,0,1.8, 33:17,102,22.4608942,114.3291736,7
428,00:28:32,0,1.8, 33:11,102,22.4608942,114.3291736,7
429,00:28:36,0,1.8, 33:04,102,22.4608942,114.3291736,7
